region,year,rainfall
RAYALSEEMA,1970,677.3
TAMIL NADU & PONDICHERRY,1970,942
COASTAL KARNATAKA,1970,4041.9
NORTH INTERIOR KARNATAKA,1970,790.6
SOUTH INTERIOR KARNATAKA,1970,1073.7
KERALA,1970,2703.3
LAKSHADWEEP ,1970,1783
ANDAMAN & NICOBAR ISLANDS,1971,2998.7
ASSAM & MEGHALAYA,1971,2564.3
"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1971,3080.9
SUB-HIMALAYAN W BENGAL & SIKKIM,1971,2985
GANGETIC WEST BENGAL,1971,2099.8
ORISSA,1971,1604.2
JHARKHAND,1971,1898.7
BIHAR ,1971,1432.5
EAST UTTAR PRADESH,1971,1314.8
WEST UTTAR PRADESH,1971,1002.2
UTTARANCHAL,1971,1808.6
"HARYANA, DELHI & CHANDIGARH",1971,636.4
PUNJAB ,1971,748.1
HIMACHAL PRADESH,1971,1274.9
WEST RAJASTHAN ,1971,251.7
EAST  RAJASTHAN ,1971,782.3
EAST MADHYA PRADESH,1971,1518.8
"GUJARAT REGION, DADRA & NAGAR HAVELI",1971,768.4
SAURASHTRA KUTCH & DIU,1971,515.7
KOKAN & GOA,1971,2747.9
MADHYA MAHARASHTRA,1971,773.3
MARATWADA ,1971,607.9
VIDARBHA,1971,882.3
CHATTISGARH,1971,1533.6
COSTAL ANDHRA PRADESH,1971,906.4
TELENGANA,1971,669.5
RAYALSEEMA,1971,551.7
TAMIL NADU & PONDICHERRY,1971,1047.6
COASTAL KARNATAKA,1971,3235.4
NORTH INTERIOR KARNATAKA,1971,612.1
SOUTH INTERIOR KARNATAKA,1971,1018.4
KERALA,1971,3076.7
LAKSHADWEEP ,1971,1901.4
ANDAMAN & NICOBAR ISLANDS,1972,3323.1
ASSAM & MEGHALAYA,1972,2479.2
"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1972,1353.9
SUB-HIMALAYAN W BENGAL & SIKKIM,1972,2403
GANGETIC WEST BENGAL,1972,1333.2
ORISSA,1972,1325
JHARKHAND,1972,996.2
BIHAR ,1972,717.9
EAST UTTAR PRADESH,1972,665.9
WEST UTTAR PRADESH,1972,584.2
UTTARANCHAL,1972,1073.5
"HARYANA, DELHI & CHANDIGARH",1972,432
PUNJAB ,1972,471.1
HIMACHAL PRADESH,1972,842.3
WEST RAJASTHAN ,1972,185.9
EAST  RAJASTHAN ,1972,453.6
EAST MADHYA PRADESH,1972,1038.2
"GUJARAT REGION, DADRA & NAGAR HAVELI",1972,507.9
SAURASHTRA KUTCH & DIU,1972,209.2
KOKAN & GOA,1972,1883.1
MADHYA MAHARASHTRA,1972,519.9
MARATWADA ,1972,347.1
VIDARBHA,1972,740.9
CHATTISGARH,1972,1173.6
COSTAL ANDHRA PRADESH,1972,999.8
TELENGANA,1972,608.7
RAYALSEEMA,1972,682.9
TAMIL NADU & PONDICHERRY,1972,1093.3
COASTAL KARNATAKA,1972,2857
NORTH INTERIOR KARNATAKA,1972,499.3
SOUTH INTERIOR KARNATAKA,1972,1064.6
KERALA,1972,2739.2
LAKSHADWEEP ,1972,1287.6
ANDAMAN & NICOBAR ISLANDS,1973,2991
ASSAM & MEGHALAYA,1973,2921
"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1973,2128.1
SUB-HIMALAYAN W BENGAL & SIKKIM,1973,2676.9
GANGETIC WEST BENGAL,1973,1735.1
ORISSA,1973,1573.5
JHARKHAND,1973,1441.2
BIHAR ,1973,1189.1
EAST UTTAR PRADESH,1973,958.7
WEST UTTAR PRADESH,1973,808
UTTARANCHAL,1973,1235.8
"HARYANA, DELHI & CHANDIGARH",1973,518.4
PUNJAB ,1973,743.1
HIMACHAL PRADESH,1973,955.2
WEST RAJASTHAN ,1973,454.8
EAST  RAJASTHAN ,1973,930.2
EAST MADHYA PRADESH,1973,1252.4
"GUJARAT REGION, DADRA & NAGAR HAVELI",1973,1169.4
SAURASHTRA KUTCH & DIU,1973,382.6
KOKAN & GOA,1973,2860.4
MADHYA MAHARASHTRA,1973,980.6
MARATWADA ,1973,871.3
VIDARBHA,1973,1162.5
CHATTISGARH,1973,1453.2
COSTAL ANDHRA PRADESH,1973,809.2
TELENGANA,1973,959.4
RAYALSEEMA,1973,654.5
TAMIL NADU & PONDICHERRY,1973,858.7
COASTAL KARNATAKA,1973,3126
NORTH INTERIOR KARNATAKA,1973,761
SOUTH INTERIOR KARNATAKA,1973,1087.1
KERALA,1973,2412.4
LAKSHADWEEP ,1973,1557.4
ANDAMAN & NICOBAR ISLANDS,1974,2962.1
ASSAM & MEGHALAYA,1974,3921.5
"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1974,2345.8
SUB-HIMALAYAN W BENGAL & SIKKIM,1974,3140.3
GANGETIC WEST BENGAL,1974,1470.6
ORISSA,1974,987
JHARKHAND,1974,1127
BIHAR ,1974,1235
EAST UTTAR PRADESH,1974,882.1
WEST UTTAR PRADESH,1974,669
UTTARANCHAL,1974,1161
"HARYANA, DELHI & CHANDIGARH",1974,383.6
PUNJAB ,1974,356.3
HIMACHAL PRADESH,1974,776.3
WEST RAJASTHAN ,1974,166.2
EAST  RAJASTHAN ,1974,606.3
EAST MADHYA PRADESH,1974,971.2
"GUJARAT REGION, DADRA & NAGAR HAVELI",1974,417.4
SAURASHTRA KUTCH & DIU,1974,174.8
KOKAN & GOA,1974,3080.4
MADHYA MAHARASHTRA,1974,911.8
MARATWADA ,1974,650.5
VIDARBHA,1974,840.8
CHATTISGARH,1974,957.7
COSTAL ANDHRA PRADESH,1974,841
TELENGANA,1974,831.7
RAYALSEEMA,1974,678.3
TAMIL NADU & PONDICHERRY,1974,652.8
COASTAL KARNATAKA,1974,3433.5
NORTH INTERIOR KARNATAKA,1974,828.6
SOUTH INTERIOR KARNATAKA,1974,1049.9
KERALA,1974,2767.5
LAKSHADWEEP ,1974,1511.3
ANDAMAN & NICOBAR ISLANDS,1975,3085.6
ASSAM & MEGHALAYA,1975,2431.6
"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1975,2261.3
SUB-HIMALAYAN W BENGAL & SIKKIM,1975,2651.7
GANGETIC WEST BENGAL,1975,1466.2
ORISSA,1975,1392
JHARKHAND,1975,1379.2
BIHAR ,1975,1071.2
EAST UTTAR PRADESH,1975,1225.5
WEST UTTAR PRADESH,1975,989
UTTARANCHAL,1975,1579.6
"HARYANA, DELHI & CHANDIGARH",1975,604.5
PUNJAB ,1975,705.8
HIMACHAL PRADESH,1975,1054
WEST RAJASTHAN ,1975,553.9
EAST  RAJASTHAN ,1975,897.3
EAST MADHYA PRADESH,1975,1434.3
"GUJARAT REGION, DADRA & NAGAR HAVELI",1975,1178.4
SAURASHTRA KUTCH & DIU,1975,690.9
KOKAN & GOA,1975,3502.5
MADHYA MAHARASHTRA,1975,1040.7
MARATWADA ,1975,1050.8
VIDARBHA,1975,1324
CHATTISGARH,1975,1469.1
COSTAL ANDHRA PRADESH,1975,1098.5
TELENGANA,1975,1131.8
RAYALSEEMA,1975,952.8
TAMIL NADU & PONDICHERRY,1975,923.7
COASTAL KARNATAKA,1975,4300
NORTH INTERIOR KARNATAKA,1975,1097.8
SOUTH INTERIOR KARNATAKA,1975,1335.1
KERALA,1975,3498.4
LAKSHADWEEP ,1975,1890.5
ANDAMAN & NICOBAR ISLANDS,1976,3276
ASSAM & MEGHALAYA,1976,2073.5
"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1976,2748.8
SUB-HIMALAYAN W BENGAL & SIKKIM,1976,2707.5
GANGETIC WEST BENGAL,1976,1240.6
ORISSA,1976,1179
JHARKHAND,1976,1191.7
BIHAR ,1976,1163.3
EAST UTTAR PRADESH,1976,929.4
WEST UTTAR PRADESH,1976,653.1
UTTARANCHAL,1976,985.5
"HARYANA, DELHI & CHANDIGARH",1976,725.9
PUNJAB ,1976,794.6
HIMACHAL PRADESH,1976,1179.5
WEST RAJASTHAN ,1976,425.1
EAST  RAJASTHAN ,1976,807.1
EAST MADHYA PRADESH,1976,1055.7
"GUJARAT REGION, DADRA & NAGAR HAVELI",1976,1622.4
SAURASHTRA KUTCH & DIU,1976,630.1
KOKAN & GOA,1976,3097.4
MADHYA MAHARASHTRA,1976,1025.9
MARATWADA ,1976,622.9
VIDARBHA,1976,974.8
CHATTISGARH,1976,1247.6
COSTAL ANDHRA PRADESH,1976,1114.2
TELENGANA,1976,934
RAYALSEEMA,1976,626.1
TAMIL NADU & PONDICHERRY,1976,859
COASTAL KARNATAKA,1976,2934
NORTH INTERIOR KARNATAKA,1976,562.5
SOUTH INTERIOR KARNATAKA,1976,760.6
KERALA,1976,2068.8
LAKSHADWEEP ,1976,1502.1
ANDAMAN & NICOBAR ISLANDS,1977,2388.2
ASSAM & MEGHALAYA,1977,2791.2
"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1977,2358.6
SUB-HIMALAYAN W BENGAL & SIKKIM,1977,2945.1
GANGETIC WEST BENGAL,1977,1840.6
ORISSA,1977,1477.9
JHARKHAND,1977,1521.5
BIHAR ,1977,1151.3
EAST UTTAR PRADESH,1977,914.1
WEST UTTAR PRADESH,1977,994.5
UTTARANCHAL,1977,1413.2
"HARYANA, DELHI & CHANDIGARH",1977,731.3
PUNJAB ,1977,712.7
HIMACHAL PRADESH,1977,1245
WEST RAJASTHAN ,1977,389.2
EAST  RAJASTHAN ,1977,888.2
EAST MADHYA PRADESH,1977,1372.2
"GUJARAT REGION, DADRA & NAGAR HAVELI",1977,1304
SAURASHTRA KUTCH & DIU,1977,559.7
KOKAN & GOA,1977,3075.1
MADHYA MAHARASHTRA,1977,947.1
MARATWADA ,1977,767.8
VIDARBHA,1977,1068
CHATTISGARH,1977,1375
COSTAL ANDHRA PRADESH,1977,990.3
TELENGANA,1977,794.7
RAYALSEEMA,1977,780.9
TAMIL NADU & PONDICHERRY,1977,1246
COASTAL KARNATAKA,1977,3378.9
NORTH INTERIOR KARNATAKA,1977,851.7
SOUTH INTERIOR KARNATAKA,1977,1200.7
KERALA,1977,3047.6
LAKSHADWEEP ,1977,1848.2
ANDAMAN & NICOBAR ISLANDS,1978,2712.4
ASSAM & MEGHALAYA,1978,2107.8
"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1978,2193.4
SUB-HIMALAYAN W BENGAL & SIKKIM,1978,2533.9
GANGETIC WEST BENGAL,1978,1872.7
ORISSA,1978,1438.9
JHARKHAND,1978,1556.3
BIHAR ,1978,1290.8
EAST UTTAR PRADESH,1978,1116.5
WEST UTTAR PRADESH,1978,1244
UTTARANCHAL,1978,2031.4
"HARYANA, DELHI & CHANDIGARH",1978,644.3
PUNJAB ,1978,720.7
HIMACHAL PRADESH,1978,1371.2
WEST RAJASTHAN ,1978,379.6
EAST  RAJASTHAN ,1978,722.2
EAST MADHYA PRADESH,1978,1392.5
"GUJARAT REGION, DADRA & NAGAR HAVELI",1978,947
SAURASHTRA KUTCH & DIU,1978,489
KOKAN & GOA,1978,2850.2
MADHYA MAHARASHTRA,1978,883.7
MARATWADA ,1978,784.8
VIDARBHA,1978,1249.4
CHATTISGARH,1978,1359.4
COSTAL ANDHRA PRADESH,1978,1003.6
TELENGANA,1978,1201.6
RAYALSEEMA,1978,754.2
TAMIL NADU & PONDICHERRY,1978,998.9
COASTAL KARNATAKA,1978,3863
NORTH INTERIOR KARNATAKA,1978,914
SOUTH INTERIOR KARNATAKA,1978,1228.9
KERALA,1978,3176.7
LAKSHADWEEP ,1978,1967.4
ANDAMAN & NICOBAR ISLANDS,1979,1849.3
ASSAM & MEGHALAYA,1979,2425.9
"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1979,1755
SUB-HIMALAYAN W BENGAL & SIKKIM,1979,2546.1
GANGETIC WEST BENGAL,1979,1157.8
ORISSA,1979,996
JHARKHAND,1979,884.7
BIHAR ,1979,1001.7
EAST UTTAR PRADESH,1979,696.5
WEST UTTAR PRADESH,1979,557.7
UTTARANCHAL,1979,1072.4
"HARYANA, DELHI & CHANDIGARH",1979,341.1
PUNJAB ,1979,463.9
HIMACHAL PRADESH,1979,1021
WEST RAJASTHAN ,1979,308.4
EAST  RAJASTHAN ,1979,511.3
EAST MADHYA PRADESH,1979,809.7
"GUJARAT REGION, DADRA & NAGAR HAVELI",1979,904
SAURASHTRA KUTCH & DIU,1979,965.9
KOKAN & GOA,1979,2517.2
MADHYA MAHARASHTRA,1979,1026.7
MARATWADA ,1979,807.4
VIDARBHA,1979,1087.3
CHATTISGARH,1979,898.6
COSTAL ANDHRA PRADESH,1979,941.2
TELENGANA,1979,771.6
RAYALSEEMA,1979,729.5
TAMIL NADU & PONDICHERRY,1979,1103.3
COASTAL KARNATAKA,1979,2823.5
NORTH INTERIOR KARNATAKA,1979,963.2
SOUTH INTERIOR KARNATAKA,1979,1125.3
KERALA,1979,2503.1
LAKSHADWEEP ,1979,1825.4
ANDAMAN & NICOBAR ISLANDS,1980,3625.3
ASSAM & MEGHALAYA,1980,2348.9
"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1980,2120.8
SUB-HIMALAYAN W BENGAL & SIKKIM,1980,3433.1
GANGETIC WEST BENGAL,1980,1520.8
ORISSA,1980,1462.9
JHARKHAND,1980,1340.4
BIHAR ,1980,1252
EAST UTTAR PRADESH,1980,1488.6
WEST UTTAR PRADESH,1980,987.1
UTTARANCHAL,1980,1331.2
"HARYANA, DELHI & CHANDIGARH",1980,522.9
PUNJAB ,1980,661.7
HIMACHAL PRADESH,1980,1154.9
WEST RAJASTHAN ,1980,238.3
EAST  RAJASTHAN ,1980,541.7
EAST MADHYA PRADESH,1980,1369.1
"GUJARAT REGION, DADRA & NAGAR HAVELI",1980,824.8
SAURASHTRA KUTCH & DIU,1980,642.2
KOKAN & GOA,1980,2748
MADHYA MAHARASHTRA,1980,939.5
MARATWADA ,1980,812.8
VIDARBHA,1980,1042.5
CHATTISGARH,1980,1461.9
COSTAL ANDHRA PRADESH,1980,947.7
TELENGANA,1980,809.3
RAYALSEEMA,1980,502.5
TAMIL NADU & PONDICHERRY,1980,709.2
COASTAL KARNATAKA,1980,3762.1
NORTH INTERIOR KARNATAKA,1980,702.2
SOUTH INTERIOR KARNATAKA,1980,1227
KERALA,1980,2803.4
LAKSHADWEEP ,1980,1211.7
ANDAMAN & NICOBAR ISLANDS,1981,3074.7
ASSAM & MEGHALAYA,1981,2146.3
"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1981,2054.8
SUB-HIMALAYAN W BENGAL & SIKKIM,1981,2987
GANGETIC WEST BENGAL,1981,1909.1
ORISSA,1981,1295.6
JHARKHAND,1981,1167.2
BIHAR ,1981,1370.2
EAST UTTAR PRADESH,1981,1110.3
WEST UTTAR PRADESH,1981,740.9
UTTARANCHAL,1981,1350
"HARYANA, DELHI & CHANDIGARH",1981,488.8
PUNJAB ,1981,503.8
HIMACHAL PRADESH,1981,1147.2
WEST RAJASTHAN ,1981,248.5
EAST  RAJASTHAN ,1981,615.1
EAST MADHYA PRADESH,1981,1036.1
"GUJARAT REGION, DADRA & NAGAR HAVELI",1981,1112.1
SAURASHTRA KUTCH & DIU,1981,709.7
KOKAN & GOA,1981,3207.7
MADHYA MAHARASHTRA,1981,929.8
MARATWADA ,1981,786.8
VIDARBHA,1981,1218.6
CHATTISGARH,1981,1199.8
COSTAL ANDHRA PRADESH,1981,959.5
TELENGANA,1981,1054.8
RAYALSEEMA,1981,723.7
TAMIL NADU & PONDICHERRY,1981,1046
COASTAL KARNATAKA,1981,3848.6
NORTH INTERIOR KARNATAKA,1981,890.7
SOUTH INTERIOR KARNATAKA,1981,1182.2
KERALA,1981,3005.8
LAKSHADWEEP ,1981,1617.4
ANDAMAN & NICOBAR ISLANDS,1982,2384.5
ASSAM & MEGHALAYA,1982,2509.1
"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1982,1974.9
SUB-HIMALAYAN W BENGAL & SIKKIM,1982,2337.5
GANGETIC WEST BENGAL,1982,1111
ORISSA,1982,1258.6
JHARKHAND,1982,1085.3
BIHAR ,1982,933.6
EAST UTTAR PRADESH,1982,1110.6
WEST UTTAR PRADESH,1982,971.1
UTTARANCHAL,1982,1368
"HARYANA, DELHI & CHANDIGARH",1982,509
PUNJAB ,1982,571.4
HIMACHAL PRADESH,1982,1423
WEST RAJASTHAN ,1982,311.8
EAST  RAJASTHAN ,1982,658.4
EAST MADHYA PRADESH,1982,1297.2
"GUJARAT REGION, DADRA & NAGAR HAVELI",1982,754.4
SAURASHTRA KUTCH & DIU,1982,403.1
KOKAN & GOA,1982,2691.3
MADHYA MAHARASHTRA,1982,752
MARATWADA ,1982,636.5
VIDARBHA,1982,856.1
CHATTISGARH,1982,1188.8
COSTAL ANDHRA PRADESH,1982,827.5
TELENGANA,1982,877.6
RAYALSEEMA,1982,561.2
TAMIL NADU & PONDICHERRY,1982,678.8
COASTAL KARNATAKA,1982,4090.7
NORTH INTERIOR KARNATAKA,1982,683.2
SOUTH INTERIOR KARNATAKA,1982,1000
KERALA,1982,2223.3
LAKSHADWEEP ,1982,1392
ANDAMAN & NICOBAR ISLANDS,1983,2792.5
ASSAM & MEGHALAYA,1983,2726.5
"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1983,2556.8
SUB-HIMALAYAN W BENGAL & SIKKIM,1983,2768.7
GANGETIC WEST BENGAL,1983,1463.6
ORISSA,1983,1432.1
JHARKHAND,1983,1261.8
BIHAR ,1983,1106.1
EAST UTTAR PRADESH,1983,1205
WEST UTTAR PRADESH,1983,1191.7
UTTARANCHAL,1983,1525.2
"HARYANA, DELHI & CHANDIGARH",1983,743.5
PUNJAB ,1983,751
HIMACHAL PRADESH,1983,1189.6
WEST RAJASTHAN ,1983,469.3
EAST  RAJASTHAN ,1983,795.3
EAST MADHYA PRADESH,1983,1275.5
"GUJARAT REGION, DADRA & NAGAR HAVELI",1983,1221.8
SAURASHTRA KUTCH & DIU,1983,768.3
KOKAN & GOA,1983,3813
MADHYA MAHARASHTRA,1983,918.6
MARATWADA ,1983,1187.7
VIDARBHA,1983,1240.5
CHATTISGARH,1983,1354.8
COSTAL ANDHRA PRADESH,1983,1161.1
TELENGANA,1983,1362.2
RAYALSEEMA,1983,792.3
TAMIL NADU & PONDICHERRY,1983,1007.9
COASTAL KARNATAKA,1983,3942.1
NORTH INTERIOR KARNATAKA,1983,809.2
SOUTH INTERIOR KARNATAKA,1983,1109.9
KERALA,1983,2397
LAKSHADWEEP ,1983,1403.2
ANDAMAN & NICOBAR ISLANDS,1984,2820.3
ASSAM & MEGHALAYA,1984,3707.5
"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1984,2408.1
SUB-HIMALAYAN W BENGAL & SIKKIM,1984,2634.1
GANGETIC WEST BENGAL,1984,1831.7
ORISSA,1984,1377.5
JHARKHAND,1984,1529.8
BIHAR ,1984,1433.6
EAST UTTAR PRADESH,1984,1076.6
WEST UTTAR PRADESH,1984,781.2
UTTARANCHAL,1984,1339.1
"HARYANA, DELHI & CHANDIGARH",1984,480.9
PUNJAB ,1984,710.4
HIMACHAL PRADESH,1984,968.3
WEST RAJASTHAN ,1984,203.3
EAST  RAJASTHAN ,1984,555.3
EAST MADHYA PRADESH,1984,1110.7
"GUJARAT REGION, DADRA & NAGAR HAVELI",1984,857
SAURASHTRA KUTCH & DIU,1984,442.5
KOKAN & GOA,1984,2570.3
MADHYA MAHARASHTRA,1984,779.8
MARATWADA ,1984,552.8
VIDARBHA,1984,810.6
CHATTISGARH,1984,1244.1
COSTAL ANDHRA PRADESH,1984,804.2
TELENGANA,1984,677.4
RAYALSEEMA,1984,576.3
TAMIL NADU & PONDICHERRY,1984,1023.7
COASTAL KARNATAKA,1984,3359.1
NORTH INTERIOR KARNATAKA,1984,623.9
SOUTH INTERIOR KARNATAKA,1984,1068.5
KERALA,1984,2762.2
LAKSHADWEEP ,1984,1591.6
ANDAMAN & NICOBAR ISLANDS,1985,2630.8
ASSAM & MEGHALAYA,1985,3072.1
"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1985,2192.1
SUB-HIMALAYAN W BENGAL & SIKKIM,1985,3039
GANGETIC WEST BENGAL,1985,1413.5
ORISSA,1985,1607.3
JHARKHAND,1985,1240.2
BIHAR ,1985,1457.2
EAST UTTAR PRADESH,1985,1175.9
WEST UTTAR PRADESH,1985,966.5
UTTARANCHAL,1985,1648.2
"HARYANA, DELHI & CHANDIGARH",1985,572.4
PUNJAB ,1985,753
HIMACHAL PRADESH,1985,1194
WEST RAJASTHAN ,1985,197.3
EAST  RAJASTHAN ,1985,580.5
EAST MADHYA PRADESH,1985,1115.3
"GUJARAT REGION, DADRA & NAGAR HAVELI",1985,594.2
SAURASHTRA KUTCH & DIU,1985,292.4
KOKAN & GOA,1985,3020.3
MADHYA MAHARASHTRA,1985,656
MARATWADA ,1985,575.5
VIDARBHA,1985,876.9
CHATTISGARH,1985,1232.3
COSTAL ANDHRA PRADESH,1985,928.2
TELENGANA,1985,744.1
RAYALSEEMA,1985,539.6
TAMIL NADU & PONDICHERRY,1985,1063.4
COASTAL KARNATAKA,1985,3015.8
NORTH INTERIOR KARNATAKA,1985,506.1
SOUTH INTERIOR KARNATAKA,1985,858.9
KERALA,1985,2390.8
LAKSHADWEEP ,1985,1303.4
ANDAMAN & NICOBAR ISLANDS,1986,2187.9
ASSAM & MEGHALAYA,1986,2997.7
"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1986,2342.2
SUB-HIMALAYAN W BENGAL & SIKKIM,1986,2365.4
GANGETIC WEST BENGAL,1986,1790.8
ORISSA,1986,1559.9
JHARKHAND,1986,1335.5
BIHAR ,1986,1322.7
EAST UTTAR PRADESH,1986,935.6
WEST UTTAR PRADESH,1986,716.6
UTTARANCHAL,1986,1509.6
"HARYANA, DELHI & CHANDIGARH",1986,451
PUNJAB ,1986,612
HIMACHAL PRADESH,1986,1322.6
WEST RAJASTHAN ,1986,204.2
EAST  RAJASTHAN ,1986,586.7
EAST MADHYA PRADESH,1986,1029.2
"GUJARAT REGION, DADRA & NAGAR HAVELI",1986,502
SAURASHTRA KUTCH & DIU,1986,300.8
KOKAN & GOA,1986,2109
MADHYA MAHARASHTRA,1986,644.3
MARATWADA ,1986,558.6
VIDARBHA,1986,1157.1
CHATTISGARH,1986,1341.9
COSTAL ANDHRA PRADESH,1986,990.5
TELENGANA,1986,916.6
RAYALSEEMA,1986,502.4
TAMIL NADU & PONDICHERRY,1986,953
COASTAL KARNATAKA,1986,2934.5
NORTH INTERIOR KARNATAKA,1986,624.7
SOUTH INTERIOR KARNATAKA,1986,1034.9
KERALA,1986,2093.4
LAKSHADWEEP ,1986,1465.9
ANDAMAN & NICOBAR ISLANDS,1987,2763.9
ASSAM & MEGHALAYA,1987,3304.4
"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1987,2361.2
SUB-HIMALAYAN W BENGAL & SIKKIM,1987,3133.2
GANGETIC WEST BENGAL,1987,1591.5
ORISSA,1987,1097.7
JHARKHAND,1987,1332.7
BIHAR ,1987,1666
EAST UTTAR PRADESH,1987,824.6
WEST UTTAR PRADESH,1987,467.3
UTTARANCHAL,1987,984.4
"HARYANA, DELHI & CHANDIGARH",1987,318.6
PUNJAB ,1987,409.5
HIMACHAL PRADESH,1987,1035.5
WEST RAJASTHAN ,1987,143
EAST  RAJASTHAN ,1987,432.2
EAST MADHYA PRADESH,1987,1116.1
"GUJARAT REGION, DADRA & NAGAR HAVELI",1987,406.8
SAURASHTRA KUTCH & DIU,1987,86.5
KOKAN & GOA,1987,2626.7
MADHYA MAHARASHTRA,1987,807.5
MARATWADA ,1987,786.2
VIDARBHA,1987,822.6
CHATTISGARH,1987,1154.2
COSTAL ANDHRA PRADESH,1987,1026.8
TELENGANA,1987,897.8
RAYALSEEMA,1987,672.5
TAMIL NADU & PONDICHERRY,1987,967.3
COASTAL KARNATAKA,1987,2716.2
NORTH INTERIOR KARNATAKA,1987,746.7
SOUTH INTERIOR KARNATAKA,1987,941.7
KERALA,1987,2137.6
LAKSHADWEEP ,1987,1288.6
ANDAMAN & NICOBAR ISLANDS,1988,3323.1
ASSAM & MEGHALAYA,1988,3779.4
"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1988,2820.2
SUB-HIMALAYAN W BENGAL & SIKKIM,1988,3019.7
GANGETIC WEST BENGAL,1988,1681.5
ORISSA,1988,1306.9
JHARKHAND,1988,1153.6
BIHAR ,1988,1337.6
EAST UTTAR PRADESH,1988,1103.8
WEST UTTAR PRADESH,1988,1034.1
UTTARANCHAL,1988,1598.9
"HARYANA, DELHI & CHANDIGARH",1988,845.1
PUNJAB ,1988,1222.6
HIMACHAL PRADESH,1988,1884.2
WEST RAJASTHAN ,1988,280.4
EAST  RAJASTHAN ,1988,636.8
EAST MADHYA PRADESH,1988,1079.6
"GUJARAT REGION, DADRA & NAGAR HAVELI",1988,1101.3
SAURASHTRA KUTCH & DIU,1988,775.8
KOKAN & GOA,1988,3266.4
MADHYA MAHARASHTRA,1988,976.5
MARATWADA ,1988,1169.9
VIDARBHA,1988,1308.6
CHATTISGARH,1988,1155.4
COSTAL ANDHRA PRADESH,1988,1054.9
TELENGANA,1988,1298.5
RAYALSEEMA,1988,815.7
TAMIL NADU & PONDICHERRY,1988,837.2
COASTAL KARNATAKA,1988,3466.6
NORTH INTERIOR KARNATAKA,1988,797.6
SOUTH INTERIOR KARNATAKA,1988,1019.3
KERALA,1988,2403.4
LAKSHADWEEP ,1988,1450.8
ANDAMAN & NICOBAR ISLANDS,1989,2533.7
ASSAM & MEGHALAYA,1989,3004.5
"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1989,2359.1
SUB-HIMALAYAN W BENGAL & SIKKIM,1989,2685.1
GANGETIC WEST BENGAL,1989,1626.2
ORISSA,1989,1299.8
JHARKHAND,1989,1148.9
BIHAR ,1989,1269.9
EAST UTTAR PRADESH,1989,969.9
WEST UTTAR PRADESH,1989,659.7
UTTARANCHAL,1989,1262
"HARYANA, DELHI & CHANDIGARH",1989,415.4
PUNJAB ,1989,480.4
HIMACHAL PRADESH,1989,1177.2
WEST RAJASTHAN ,1989,248.2
EAST  RAJASTHAN ,1989,504.8
EAST MADHYA PRADESH,1989,921
"GUJARAT REGION, DADRA & NAGAR HAVELI",1989,829.8
SAURASHTRA KUTCH & DIU,1989,503.2
KOKAN & GOA,1989,2728
MADHYA MAHARASHTRA,1989,816.5
MARATWADA ,1989,1068.4
VIDARBHA,1989,997.8
CHATTISGARH,1989,1184.4
COSTAL ANDHRA PRADESH,1989,961.3
TELENGANA,1989,1131.4
RAYALSEEMA,1989,662.9
TAMIL NADU & PONDICHERRY,1989,858.4
COASTAL KARNATAKA,1989,3215.6
NORTH INTERIOR KARNATAKA,1989,670.8
SOUTH INTERIOR KARNATAKA,1989,911.3
KERALA,1989,2422.6
LAKSHADWEEP ,1989,1714.4
ANDAMAN & NICOBAR ISLANDS,1990,2183.2
ASSAM & MEGHALAYA,1990,2927.6
"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1990,2586.5
SUB-HIMALAYAN W BENGAL & SIKKIM,1990,3419.9
GANGETIC WEST BENGAL,1990,1960.3
ORISSA,1990,1905.1
JHARKHAND,1990,1404.5
BIHAR ,1990,1239.2
EAST UTTAR PRADESH,1990,1115.3
WEST UTTAR PRADESH,1990,963.1
UTTARANCHAL,1990,1555.8
"HARYANA, DELHI & CHANDIGARH",1990,710.2
PUNJAB ,1990,754.7
HIMACHAL PRADESH,1990,1462.8
WEST RAJASTHAN ,1990,445
EAST  RAJASTHAN ,1990,773.9
EAST MADHYA PRADESH,1990,1379.9
"GUJARAT REGION, DADRA & NAGAR HAVELI",1990,1115.9
SAURASHTRA KUTCH & DIU,1990,402.7
KOKAN & GOA,1990,3540
